Index,Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point
88,Brooklyn,Bushwick (East),Wilson Ave Food Scrap Drop-off,Wilson Ave & Moffat St (near L train),GrowNYC,Year Round,Thursdays (Start Time: 9:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,304,37,,,,40.688793,-73.904826,83,4081,POINT (-73.904826 40.688793)
89,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,Cortelyou Greenmarket,Argyle Rd and Cortelyou Rd,GrowNYC,Year Round,Sundays (Start Time: 9:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,314,40,520,,,40.641438,-73.966333,70,4198,POINT (-73.966333 40.641438)
90,Brooklyn,Crown Heights (North),Albany Avenue & St. Johns Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,3971,
91,Bronx,University Heights (North)-Fordham,NW Corner of Loring Place North & Hall of Fame Terrace,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,14,,,,,,52,4235,
92,Brooklyn,Crown Heights (North),Crown Heights Franklin Ave Food Scrap Drop-off,Franklin Avenue & Eastern Parkway,GrowNYC,Year Round,Thursdays (Start Time: 8:30 AM - End Time:  11:30 AM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,308,35,,,,40.670745,-73.957743,77,3966,POINT (-73.957743 40.670745)
93,Queens,Astoria (North)-Ditmars-Steinway,Astoria Pug: Ditmars,Ditmars #1 Municipal Parking Field 22-18 33rd Street,Astoria Pug,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  3:45 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,,,,40.774194,-73.911611,114,4172,POINT (-73.911611 40.774194)
94,Manhattan,East Harlem (South),Maggie's Magic Garden,"1574 Lexington Ave, New York, NY 10029",Maggie's Magic Garden,Year Round,Every day (Start Time: Dawn - End Time:  Dusk),"Not accepted: meat, bones, or dairy",,111,8,,,,40.7889577,-73.9492012,23,3922,POINT (-73.9492012 40.7889577)
95,Manhattan,East Village,Down to Earth Garden (formerly Children's Garden),"546 East 12th St, New York, NY 10009",Down to Earth Garden,Year Round,"Tuesdays and Sundays (Start Time: Tuesday: 1:30PM, Sunday 12:00pm - End Time:  Tuesday 4pm, Sunday 4pm)","Keep food scraps and plant material separated. This site accepts meat, fish, and dairy",https://downtoearthgarden.org/,103,2,,,,40.7280614,-73.9792926,9,4039,POINT (-73.9792926 40.7280614)
96,Bronx,Pelham Bay-Country Club-City Island,NE Corner of City Island Avenue & Winter street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,210,13,,,,,,45,4258,
97,Brooklyn,Bushwick (East),NE Corner of Knickerbocker Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4098,
98,Manhattan,Washington Heights (North),NW Corner of Audubon Avenue & W 192 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,,,,,,34,4026,
99,Manhattan,Upper West Side-Manhattan Valley,97th Street Greenmarket,W 97th St and Amsterdam Ave,GrowNYC,Year Round,Fridays (Start Time: 8:00 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,107,7,181,,,40.794717,-73.969552,24,3866,POINT (-73.969552 40.794717)
100,Queens,Astoria (Central),NW Corner of 31st Rd & Crescent St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,4187,
101,Manhattan,East Harlem (South),SE Corner of E 100 Street & 1 Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,,,,,,23,3923,
102,Bronx,Belmont,SE Corner of E 183 Street & Cambreleng Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,,,,,,48,4230,
103,Queens,Astoria (Central),NW Corner of 30th Dr and Crescent St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,4186,
104,Manhattan,Harlem (South),SW Corner of W 122 Street & Malcolm X Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,,,,,,28,3908,
105,Brooklyn,Cypress Hills,Cypress Hills,Fulton St. between Richmond and Logan Sts (in front of Cypress Hills Senior Center),GrowNYC,Year Round,Fridays (Start Time: 10:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,305,37,,,,40.682299,-73.876748,75,4203,POINT (-73.876748 40.682299)
106,Brooklyn,Bushwick (West),NW Corner of St . Nicholas Avenue & Himrod Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4076,
107,Manhattan,Morningside Heights,SE Corner of Amsterdam Avenue & W 113 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,26,3891,
108,Staten Island,New Dorp-Midland Beach,*CLOSED FOR THE SEASON* Midland Beach,Bedford Ave and Mason Ave,Snug Harbor Youth,Seasonal,Wednesdays (Start Time: 3:30 PM - End Time:  5:00 PM),"Not accepted: meat, bones, or dairy",https://snug-harbor.org/,502,50,11202,,,40.575904,-74.09677,122,4318,POINT (-74.09677 40.575904)
109,Brooklyn,Kensington,Albemarle Road and McDonald Avenue,"southwest corner of McDonald Avenue and Albemarle Road, near Church Avenue F subway entrance",NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,312,39,,,,40.64491,-73.97997,66,4054,POINT (-73.97997 40.64491)
110,Manhattan,West Village,Christopher Park,"West 4th Street b/w Christopher St and Grove St., west side of Christopher Park",NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,102,3,,,,40.733536,-74.002663,6,4007,POINT (-74.002663 40.733536)
111,Bronx,Kingsbridge Heights-Van Cortlandt Village,Kingsbridge Heights Community Center,"3101 Kingsbridge Terrace, Bronx NY 10463",Staff at Kingsbridge Heights Community Center,Year Round,Wednesdays (Start Time: 12:00 PM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",www.khcc-nyc.org,208,14,,,,40.877299,-73.900709,50,4245,POINT (-73.900709 40.877299)
112,Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,Vinegar Hill Community Garden,"199 York St, Brooklyn, NY 11201",Members of Vinegar Hill Community Garden,Year Round,Sundays (Start Time: 11:30 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://groundcycle.org/,302,33,,,,40.701501,-73.98263,84,4113,POINT (-73.98263 40.701501)
113,Brooklyn,Prospect Heights,Vanderbilt Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,78,4012,
114,Manhattan,Washington Heights (North),SW Corner of Sickles Street & Nagle Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,,,,,,34,4027,
115,Brooklyn,Bushwick (East),NW Corner of Central Avenue & Covert Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4086,
116,Manhattan,Upper West Side (Central),79th St. Greenmarket,77th Street between Columbus Ave and Central Park West,GrowNYC,Year Round,Sundays (Start Time: 9:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,107,6,,,,40.780087,-73.974657,20,3867,POINT (-73.974657 40.780087)
117,Staten Island,Tompkinsville-Stapleton-Clifton-Fox Hills,NW Corner of Hill Street & Tompkins Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,,,,,,120,4313,
118,Brooklyn,Bushwick (West),SW Corner of St . Nicholas Avenue & Willoughby Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,,,,,,83,4071,
119,Bronx,Pelham Bay-Country Club-City Island,NW Corner of Parkview Avenue & Middletown Road,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,210,13,,,,,,45,4259,
120,Brooklyn,Bedford-Stuyvesant (East),SW Corner of Patchen Avenue & Macdonough Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,81,3939,
121,Brooklyn,East Flatbush-Rugby,*CLOSED FEBRUARY* Wyckoff Farmhouse Museum,"5816 Clarendon Rd, Brooklyn, NY 11203",Staff at Wychoff Farmhouse Museum,Year Round (except February),Every day (Start Time: Dawn - End Time:  Dusk),"Not accepted: meat, bones, or dairy",wyckoffmuseum.org,317,45,,,,40.64451,-73.92038,67,4202,POINT (-73.92038 40.64451)
122,Manhattan,Hamilton Heights-Sugar Hill,Jenny's Garden,699 West 138th Street,Jenny's Garden,Year Round,Sundays (Start Time: 12:00 PM - End Time:  1:00 PM),"Year Round: check social media for open hour updates + November - March only open on Saturday 11-12pm. ""WEATHER PERMITTING! Check IG/FB for weekend updates. Not accepted: meat, bones, or dairy Please DO NOT leave bags of food scraps by gate when the gard",https://www.facebook.com/JennysGardenRiverside,109,7,225,,,40.823225,-73.95617,30,3880,POINT (-73.95617 40.823225)
123,Brooklyn,Bensonhurst,Bay Parkway at 66th Street,east of Bay Parkway between 66th Street & West 8th Street,NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,311,43,,,,40.613046,-73.982115,62,4049,POINT (-73.982115 40.613046)
124,Bronx,University Heights (North)-Fordham,New Beginnings Community Garden,2502 Davidson Ave,New Beginnings Community Garden,Year Round,"Fridays, Saturdays, and Sundays (Start Time: Sat+Sun:2PM, Friday:5pm - End Time:  Sat.+Sun.:5pm, Friday:6pm)","Not accepted: meat, bones, or dairy",@new.beginnings.garden,207,14,265,2032010001,2000000,40.864176,-73.900932,52,4234,POINT (-73.900932 40.864176)
125,Bronx,Melrose,*CLOSED FOR THE SEASON* Lincoln Hospital Greenmarket,149th St between Park Ave and Morris Ave,GrowNYC,Spring - November 19,Fridays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,201,17,,,,40.817685,-73.924225,40,4118,POINT (-73.924225 40.817685)
126,Brooklyn,Bedford-Stuyvesant (East),SW Corner of Patchen Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,81,3938,
127,Brooklyn,Bushwick (East),NW Corner of Knickerbocker Avenue & Palmetto Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4099,
128,Brooklyn,Crown Heights (North),1100 Bergen Street Community Garden,"1107 Bergen Street, Brooklyn, NY 11216",Volunteers at 1100 Bergen Street Community Garden,Year Round,Sundays (Start Time: 10:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",https://bqlt.org/garden/1100-block-bergen-st-community-garden,308,36,,,,40.67629,-73.94925,77,3953,POINT (-73.94925 40.67629)
129,Bronx,University Heights (South)-Morris Heights,Community Access - Davidson Ave,1750 Davidson Ave,GrowNYC,Year Round,Thursdays (Start Time: 8:30 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",www.communityaccess.org/,205,14,217,2028610067,2115886,40.848245,-73.913085,46,4217,POINT (-73.913085 40.848245)
130,Brooklyn,Prospect Heights,SW Corner of Classon Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,3985,
131,Brooklyn,Park Slope,Old Stone House Brooklyn,"336 3rd St, Brooklyn, NY 11215",Old Stone House Brooklyn,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,,306,39,,,,40.6727118,-73.984731,78,4017,POINT (-73.984731 40.6727118)
132,Brooklyn,East Williamsburg,Sure We Can,"219 McKibben Street, Brooklyn, NY 11206",Sure We Can,Year Round,Monday-Saturday (Start Time: 7:00 AM - End Time:  Monday-Friday at 5:00PM; Saturday at 1:00PM),"Not accepted: meat, bones, or dairy",http://www.surewecan.org/composting,301,34,,,,40.705441,-73.93882,90,4059,POINT (-73.93882 40.705441)
133,Brooklyn,Crown Heights (North),New York Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,3970,
134,Queens,Flushing-Willets Point,Queens Botanical Garden Public Food Scrap Drop-Off,"Parking Garden at QBG 42-80 Crommelin Avenue, Flushing, NY 11355",NYC Compost Project Hosted by Queens Botanical Garden,Year Round,Every day (Start Time: 8:00 AM - End Time:  5:00 PM),"Not accepted: meat, bones, or dairy",,407,20,,,,40.75159,-73.82981,109,4291,POINT (-73.82981 40.75159)
135,Brooklyn,Marine Park-Mill Basin-Bergen Beach,Genovesi Environmental Study Center,"7151 Avenue T, Brooklyn, NY 11234",Genovesi Environmental Study Center,Year Round,Monday-Friday (Start Time: 9:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",https://www.schools.nyc.gov/learning/student-journey/experiential-learning/genovesi-environmental-study-center,318,46,,,,40.6221465,-73.9084944,63,4281,POINT (-73.9084944 40.6221465)
136,Queens,Astoria (East)-Woodside (North),Astoria Pug: Steinway,"38-12 30th Ave, Queens, NY 11103",Astoria Pug,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,,,,40.764056,-73.915722,114,4159,POINT (-73.915722 40.764056)
137,Brooklyn,Ocean Hill,Farmers Garden,1899 Bergen Street,Volunteers at Farmers Garden,Seasonal,"Thursdays, Saturdays, and Sundays (Start Time: TH 1PM, SAT&SUN 11AM - End Time:  TH 4PM, SAT & SUN 3PM)","Not accepted: meat, bones, or dairy",,316,41,303,3014460063,3000000,40.67465,-73.91823,73,3927,POINT (-73.91823 40.67465)
138,Brooklyn,Prospect Lefferts Gardens-Wingate,Maple Street Community Garden,"237 Maple St, Brooklyn, NY 11225",Maple Street Community Garden,Year Round,Wednesdays and Saturdays (Start Time: 10:30 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",www.maplestreetcommunitygarden.com,309,40,,,,40.66085,-73.95283,71,4022,POINT (-73.95283 40.66085)
139,Bronx,Kingsbridge-Marble Hill,Spuyten Duyvil PreSchool,3041 Kingsbridge Avenue,Spuyten Duyvil PreSchool,September - June,Fridays (Start Time: 8:00 AM - End Time:  12:00 PM),"Remove all plastic, stickers and zip ties before dropping off food scraps. Not accepted: meat, bones, or dairy",www.spuytenduyvilpreschool.org,208,11,289,2057090046,2083194,40.879247,-73.90727,50,4249,POINT (-73.90727 40.879247)
140,Manhattan,Manhattanville-West Harlem,NE Corner of Convent Avenue & W 130 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,26,3895,
141,Bronx,Mount Eden-Claremont (West),New Settlement Community Center,"1501 Jerome Ave, Bronx, NY 10452",New Settlement's Community Food Action,Year Round,"Thursday, Friday, Saturday (Start Time: Thursday/Friday 1:00 PM, Saturday 10:30 AM - End Time:  Thursday/Friday 5:00 PM, Saturday 12:30 PM)","Not accepted: meat, bones, or dairy",NewSettlement.org/food,204,16,,,,40.8432747,-73.9162121,44,4127,POINT (-73.9162121 40.8432747)
142,Manhattan,East Harlem (North),Carver Community Garden,242 East 124th,Carver Community Garden,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",,111,8,194,1017880030,1000000,40.802223,-73.934723,25,3912,POINT (-73.934723 40.802223)
143,Brooklyn,Windsor Terrace-South Slope,*CLOSED FOR THE SEASON* East 4th Street Community Garden,"173 E 4th St, Brooklyn, NY 11218",Members at East 4th Street Community Garden,April - October,"Wednesdays and Saturdays (Start Time: Wednesdays 4:30 PM, Saturdays 9 AM & Sundays 10 AM - End Time:  Wednesdays 6:30 PM, Saturdays 1 PM, Sundays 2 PM)","Not accepted: meat, bones, or dairy",https://eastfourthstreetgarden.tumblr.com/,307,39,,,,40.6483066,-73.9772287,72,4044,POINT (-73.9772287 40.6483066)
144,Queens,South Ozone Park,Office of Assemblymember Anderson,131-15 Rockaway Boulevard,Assemblymember Anderson,Year Round,Tuesdays and Wednesdays (Start Time: 12:00 PM - End Time:  4:00 PM),"Not accepted: meat, bones, or dairy",https://nyassembly.gov/mem/Khaleel-M-Anderson,410,28,180,4116950017,4253040,40.6749729,-73.8066806,106,4298,POINT (-73.8066806 40.6749729)
145,Queens,Astoria (Central),SE Corner of 32nd Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,4182,
146,Queens,Jackson Heights,JH Scraps,"35-20 69th Street, Jackson Heights, NY 11372",Volunteers at JH Scraps,Year Round,Saturdays (Start Time: 11:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",https://www.jhbg.org/2020/07/28/jh-scraps-reopens,402,26,,,,40.750278,-73.89678,115,4154,POINT (-73.89678 40.750278)
147,Staten Island,Port Richmond,Venture House,"1442 Castleton Avenue, 10302",Snug Harbor Youth,Year Round,Fridays (Start Time: 10:30 AM - End Time:  2:30 PM),"Not accepted: meat, bones, or dairy",snug-harbor.org,501,49,207,5010300069,5106982,40.634203,-74.131071,121,4286,POINT (-74.131071 40.634203)
148,Bronx,Tremont,NE Corner of E 176 Street & Washington Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,,,,,,48,4227,
149,Manhattan,Financial District-Battery Park City,Battery Park City Authority Headquarters,75 Battery Place,Battery Park City Authority,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://bpca.ny.gov/nature-and-sustainability/sustainability/,101,1,31704,1000167517,1087842,40.7067584,-74.0171557,1,3852,POINT (-74.0171557 40.7067584)
150,Brooklyn,Bushwick (East),NE Corner of Bushwick Avenue & Halsey Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4090,
151,Brooklyn,Bushwick (West),NE Corner of Bushwick Avenue & Jefferson Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,,,,,,83,4067,
152,Bronx,Concourse-Concourse Village,NW Corner of Morris Avenue & East 163 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,16,,,,,,44,4122,
153,Brooklyn,Crown Heights (North),SE Corner of Rochester Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,,,,,,77,3958,
154,Bronx,Throgs Neck-Schuylerville,The Garden at Preston,"2780 Schurz Ave, The Bronx, NY 10465 (Intersection of Schurz Avenue and Huntington Avenue)",Northeast Bronx Farmers Market Project,March- November,Tuesdays (Start Time: 4:00 PM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://www.facebook.com/northeastbronxcommunityfarmersmarket/,210,13,,,,40.8139813,-73.8190803,45,4254,POINT (-73.8190803 40.8139813)
155,Manhattan,Hamilton Heights-Sugar Hill,NW Corner of Amsterdam Avenue & W 152 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,30,3884,
156,Bronx,Mount Hope,NE Corner of E 181 Street & Morris Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,14,,,,,,46,4222,
157,Brooklyn,Bedford-Stuyvesant (West),SW Corner of Tompkins Avenue & Lafayette Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,3990,
158,Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,*CLOSED FOR THE SEASON* Governors Island Compost Learning Center,758 Enright Rd,NYC Compost Project Hosted by Earth Matter NY,May 1- November 1,Saturdays and Sundays (Start Time: 12:00 PM - End Time:  4:00 PM),,,101,1,5,,,40.6871579,-74.0201142,1,3858,POINT (-74.0201142 40.6871579)
159,Brooklyn,Prospect Heights,Underhill Avenue & Eastern Parkway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,3980,
160,Manhattan,Lower East Side,Grand Street & Clinton Street,Grand Street & Clinton Street,NYC Compost Project Hosted by LES Ecology Center,Year Round,Mondays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,1,,,,40.715889,-73.986861,7,3863,POINT (-73.986861 40.715889)
161,Brooklyn,Bedford-Stuyvesant (West),NE Corner of Bedford Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,3995,
162,Manhattan,Washington Heights (South),NW Corner of Amsterdam Avenue & W 165 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,,,,,,33,4034,
163,Brooklyn,Bushwick (East),NE Corner of Knickerbocker Avenue & Covert Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4095,
164,Brooklyn,Bedford-Stuyvesant (West),SE Corner of Nostrand Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,4002,
165,Queens,Queensbridge-Ravenswood-Dutch Kills,Commuter Composting at 21 St-Queensbridge F,NW Corner of 21st street at 41st Ave,NYC Compost Project Hosted by Big Reuse,Year Round,Tuesdays (Start Time: 8:00 AM - End Time:  10:00 AM),"Not accepted: meat, bones, or dairy",,401,26,,,,40.7536858,-73.9422838,114,4163,POINT (-73.9422838 40.7536858)
166,Manhattan,East Harlem (North),SW Corner of E 118 Street & 1 Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,,,,,,25,3916,
167,Staten Island,West New Brighton-Silver Lake-Grymes Hill,Grymes Hill Wagner College,"1 Campus Rd, Staten Island, NY 10301",Wagner College,September-June,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",wagner.edu,501,49,,,,40.613444,-74.095028,120,4310,POINT (-74.095028 40.613444)
168,Bronx,Mount Eden-Claremont (West),SE Corner of Eastburn Avenue & E 174 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,15,,,,,,44,4131,
169,Brooklyn,East Flatbush-Remsen Village,Howard Garden,750 Howard Avenue,Howard Garden,April - October,Fridays (Start Time: 9:00 AM - End Time:  10:00 AM),"Not accepted: meat, bones, or dairy",,316,41,892,3035500043,3000000,40.6636288,-73.9190362,73,3931,POINT (-73.9190362 40.6636288)
170,Queens,Long Island City-Hunters Point,Astoria Pug: Hunter's Point,46th Avenue and 5th Street,Astoria Pug,Year Round,Tuesdays (Start Time: 9:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,402,26,1,,,40.74777,-73.95486,108,4266,POINT (-73.95486 40.74777)
171,Brooklyn,Crown Heights (North),NW Corner of Rogers Avenue & Sterling Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,,,,,,77,3963,
172,Queens,East Elmhurst,*CLOSED FOR THE SEASON* McIntosh Neighborhood Association,"25-16 McIntosh St, East Elmhurst, NY, 11369",,April - November,Every 3rd Saturday of the month (Start Time: 10:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",https://bqlt.org/garden/mcintosh-neighborhood-garden,403,21,,,,40.7640828,-73.8695398,115,4150,POINT (-73.8695398 40.7640828)
173,Queens,Astoria (Central),NW Corner of 31st Ave & 35th St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,4178,
